title,author,categoryId,num_purchases,courseRating,quizRating,instructorRating,contentRating,satisfaction
Upgradable secondary superstructure,Jeffery Collins,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,2.5,2.5,3.0,2.5,4.5
Upgradable stable application,Robert Jordan,916d0c63-7b5f-42da-8a0a-0dd2ae870662,3.0,,,,,
Upgradable stable structure,John Gay,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,5.0,3.5,3.0,2.0,3.5
Upgradable static methodology,Natasha Saunders,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Upgradable static time-frame,Logan Tucker,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,2.5,4.0,2.5,3.0,2.5
Upgradable system-worthy contingency,Andrea Jacobs,e67e65d7-0936-43d5-bb1b-721c832eac03,,3.5,3.5,1.5,3.5,4.5
Upgradable system-worthy contingency,Danny Smith DVM,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,3.5,3.5,1.5,3.5,4.5
Upgradable system-worthy forecast,Amy Marshall,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,3.0,4.0,4.5,2.0,3.0
Upgradable system-worthy forecast,Mr. Joseph Sanders,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,3.0,4.0,4.5,2.0,3.0
Upgradable system-worthy service-desk,Rachel Lee,2b41facd-f492-4805-b67a-58b607510045,,2.0,1.0,4.0,4.0,4.0
Upgradable systematic customer loyalty,William Conrad,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,3.0,2.0,2.0,4.0,1.0,3.0
Upgradable systematic help-desk,Mark Norton,e67e65d7-0936-43d5-bb1b-721c832eac03,4.0,,,,,
Upgradable systemic infrastructure,Morgan Brown,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,2.0,2.0,4.0,4.0,3.0
Upgradable systemic toolset,Heather Morgan,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,3.0,3.0,3.0,4.0,2.0
Upgradable tangible budgetary management,Kenneth Cherry,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,3.0,3.0,2.5,1.5,2.0
Upgradable tangible encoding,Jose Johnson,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,3.0,2.0,1.0,5.0,3.0,3.0
Upgradable tangible initiative,Kim Brennan,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
Upgradable tertiary challenge,Victoria Sanders,2b41facd-f492-4805-b67a-58b607510045,2.0,1.0,3.0,5.0,2.0,3.0
Upgradable tertiary functionalities,Elizabeth Smith,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,3.5,4.5,1.5,2.5,1.5
Upgradable tertiary protocol,Danny Hill,2b41facd-f492-4805-b67a-58b607510045,2.0,2.0,2.5,3.0,3.5,2.5
Upgradable transitional policy,Dawn Mitchell,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
Upgradable transitional service-desk,James Johnson,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,2.0,4.0,4.5,2.5,3.5
Upgradable transitional support,Anthony King,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,4.0,1.0,3.0,3.5,4.0
Upgradable uniform portal,Gregory Manning,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,2.0,4.0,2.0,3.0,1.0
Upgradable uniform secured line,Aaron Smith,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,3.0,3.0,2.0,2.0,3.0,2.0
Upgradable upward-trending policy,Melissa Nichols,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,5.0,4.0,4.0,1.0,3.0
Upgradable user-facing concept,John Roberts,2b41facd-f492-4805-b67a-58b607510045,2.0,2.0,4.0,1.0,4.0,1.0
Upgradable user-facing hardware,Sandra Rogers,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,3.0,1.0,1.0,1.0,4.0
Upgradable user-facing knowledge user,Patrick Black,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,4.0,1.0,3.0,2.0,2.0
Upgradable user-facing leverage,Jacqueline Ward,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,3.0,4.0,2.0,2.0,5.0
Upgradable user-facing process improvement,Brian Mullen,2b41facd-f492-4805-b67a-58b607510045,1.0,3.5,2.0,2.0,3.0,4.0
Upgradable user-facing solution,William Miller,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,1.0,4.0,1.0,2.0,5.0
Upgradable user-facing website,Jenna Schwartz,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,3.5,1.5,4.5,3.0,3.0
Upgradable value-added encoding,Diamond Robinson,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,5.0,1.0,1.0,2.0,2.0
Upgradable web-enabled function,Sarah Underwood,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,5.0,2.0,2.0,2.0,5.0
Upgradable web-enabled success,Matthew Moore,2b41facd-f492-4805-b67a-58b607510045,,4.0,4.0,2.0,1.0,3.0
Upgradable well-modulated instruction set,Erik Clark,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,3.0,2.5,3.5,1.0,2.0
Upgradable well-modulated middleware,Brent Brooks,2b41facd-f492-4805-b67a-58b607510045,,3.0,1.0,1.0,5.0,3.0
Upgradable well-modulated structure,Nicole Duncan,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,4.0,5.0,5.0,2.0,4.0
Upgradable well-modulated system engine,Timothy White,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
Upgradable zero administration Graphical User Interface,Cynthia Mcintyre,916d0c63-7b5f-42da-8a0a-0dd2ae870662,3.0,,,,,
Upgradable zero tolerance interface,Samuel Mathis,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,,,,,
Upgradable zero-defect artificial intelligence,Shelby Allen,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,2.0,1.0,3.0,3.5,1.5
Upgradable zero-defect open system,Stacey Rollins,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,1.0,4.0,3.0,5.0,5.0
User-centric 24/7 Local Area Network,Laura Gibbs,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,3.0,5.0,5.0,5.0,3.0
User-centric 24/7 challenge,Justin Collins,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,4.0,4.0,5.0,1.0,3.0
User-centric 24/7 encryption,Lori Frazier,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,2.6666666666666665,3.3333333333333335,2.6666666666666665,2.3333333333333335,3.0
User-centric 24/7 instruction set,Steven Rodriguez,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
User-centric 24/7 protocol,Lisa Freeman,2b41facd-f492-4805-b67a-58b607510045,1.0,5.0,5.0,4.0,5.0,5.0
User-centric 24hour complexity,Ashley Sanders,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,2.0,3.0,1.5,4.5,2.0
User-centric 24hour infrastructure,Angel Harper,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
User-centric 24hour monitoring,Andrew Rodriguez,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,2.0,3.0,4.0,4.0,5.0
User-centric 3rdgeneration capability,Charles Rose,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,5.0,2.0,3.0,2.0,3.0
User-centric 3rdgeneration methodology,Brianna Garza,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,,,,,
User-centric 3rdgeneration policy,Nicholas Murphy,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,1.0,4.0,3.0,5.0,1.0
User-centric 3rdgeneration software,Brandon Vincent,2b41facd-f492-4805-b67a-58b607510045,1.0,5.0,2.0,1.0,1.0,4.0
User-centric 4thgeneration budgetary management,Brittney James,2b41facd-f492-4805-b67a-58b607510045,1.0,5.0,4.0,2.0,4.0,1.0
User-centric 4thgeneration frame,Alex Garcia,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,2.5,3.5,1.5,3.5,2.0
User-centric 5thgeneration standardization,Craig Hernandez,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
User-centric 6thgeneration structure,Wayne Thompson,2b41facd-f492-4805-b67a-58b607510045,1.0,4.0,3.0,4.0,4.0,5.0
User-centric 6thgeneration workforce,Lori Williams,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
User-centric actuating moderator,Jose Randolph,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,1.0,3.0,4.0,3.0,5.0
User-centric analyzing core,Isaiah Monroe,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,3.0,3.0,5.0,2.0,3.0
User-centric analyzing extranet,Christopher Craig,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,2.0,4.333333333333333,3.0,4.0,2.3333333333333335
User-centric analyzing infrastructure,Stephen Hernandez,2b41facd-f492-4805-b67a-58b607510045,,3.0,2.5,3.0,1.0,3.0
User-centric analyzing pricing structure,Gail Mckinney,e67e65d7-0936-43d5-bb1b-721c832eac03,3.0,1.5,2.0,2.5,1.5,1.5
User-centric asymmetric framework,Joseph Huerta,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,5.0,4.0,4.0,3.0,1.0
User-centric asymmetric open architecture,Tracey Jenkins,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,2.0,2.25,2.75,3.0,2.25
User-centric asymmetric support,David Campos,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,,,,,
User-centric asynchronous analyzer,Kevin Smith,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
User-centric asynchronous core,Maria Cruz,2b41facd-f492-4805-b67a-58b607510045,2.0,,,,,
User-centric asynchronous portal,Alexander Mueller,2b41facd-f492-4805-b67a-58b607510045,3.0,,,,,
User-centric attitude-oriented ability,Bradley Ramirez,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,,,,,
User-centric attitude-oriented task-force,Alicia Mullins,2b41facd-f492-4805-b67a-58b607510045,,2.0,3.0,1.0,2.0,4.0
User-centric background Graphical User Interface,David Kelly,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,2.0,5.0,3.0,1.0,1.0
User-centric background focus group,Denise Long,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,2.0,5.0,1.0,3.0,1.0
User-centric background support,Elizabeth Griffin,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,5.0,5.0,5.0,4.0,5.0
User-centric bandwidth-monitored time-frame,Daniel Banks,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,2.0,3.0,1.0,3.0,2.0
User-centric bifurcated policy,Austin Martinez,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,5.0,3.0,3.0,1.0,2.0
User-centric bifurcated standardization,Dr. Aaron Montoya PhD,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,1.0,1.0,5.0,2.0,5.0
User-centric bifurcated structure,Robert Castro,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,3.5,3.5,5.0,4.0,4.0
User-centric bottom-line budgetary management,Randall Freeman,2b41facd-f492-4805-b67a-58b607510045,1.0,4.0,4.0,2.0,3.0,3.5
User-centric bottom-line function,Jesse Moore,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,2.3333333333333335,2.3333333333333335,3.6666666666666665,4.0,1.6666666666666667
User-centric bottom-line toolset,Katie Henderson,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,2.0,5.0,1.0,2.0,2.0
User-centric client-driven capability,Nicole Stafford,2b41facd-f492-4805-b67a-58b607510045,1.0,2.5,4.5,3.5,2.5,1.0
User-centric client-driven definition,Michele Huff,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,2.0,2.0,1.0,4.0,3.0
User-centric client-server algorithm,Mr. Carlos Nelson,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,2.0,4.0,1.0,4.0,3.0
User-centric client-server support,Jaime Perkins,2b41facd-f492-4805-b67a-58b607510045,,5.0,1.0,3.0,2.0,1.0
User-centric client-server website,Lauren Smith,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,5.0,4.5,4.5,3.0,4.5
User-centric coherent Local Area Network,Lori Myers,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,5.0,2.0,5.0,5.0,5.0
User-centric coherent analyzer,Sheila Mullins,2b41facd-f492-4805-b67a-58b607510045,2.0,,,,,
User-centric coherent complexity,Jason Copeland,2b41facd-f492-4805-b67a-58b607510045,,4.0,1.0,3.0,2.0,5.0
User-centric cohesive Local Area Network,John Walker,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,,,,,
User-centric composite data-warehouse,David Grimes,2b41facd-f492-4805-b67a-58b607510045,2.0,,,,,
User-centric composite implementation,Scott Wilson,2b41facd-f492-4805-b67a-58b607510045,1.0,3.0,5.0,2.0,2.0,4.0
User-centric composite superstructure,John Curtis,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,4.0,1.0,5.0,2.0,4.0
User-centric composite throughput,Roberto Flynn,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
User-centric content-based matrix,Elizabeth Jones,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
User-centric content-based migration,Joseph Cunningham,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
User-centric content-based utilization,Michael Frazier,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,,,,,
User-centric context-sensitive alliance,Charles Jennings,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
User-centric contextually-based migration,Miss Kayla Richardson,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,3.5,4.5,3.5,3.0,3.0
User-centric dedicated emulation,Jacqueline Dunn,e67e65d7-0936-43d5-bb1b-721c832eac03,,1.5,5.0,4.0,2.5,3.0
User-centric dedicated product,Jenna Hicks,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,1.0,5.0,3.0,3.0,4.0
User-centric dedicated throughput,Jeffery Perkins,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
User-centric demand-driven data-warehouse,Vanessa Taylor,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,2.6666666666666665,2.0,2.3333333333333335,4.0,2.6666666666666665
User-centric demand-driven infrastructure,James Christensen,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,5.0,1.0,3.0,4.0,1.0
User-centric demand-driven monitoring,Steven Collins,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.3333333333333335,1.6666666666666667
User-centric didactic process improvement,Jose Arnold,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,3.0,3.0,3.0,2.0,2.0
User-centric didactic superstructure,Mrs. Paige Hall,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,1.0,3.0,1.0,5.0,5.0
User-centric didactic website,Michele Bowers,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,,,,,
User-centric didactic workforce,Jerry Hamilton,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,4.0,3.0,5.0,4.0,1.0
User-centric directional forecast,Justin Thompson,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,3.0,2.0,1.0,4.5,2.5
User-centric directional matrix,Melissa Sims,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,4.0,1.0,2.0,5.0,4.0
User-centric directional methodology,Brittney Morgan,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,3.5,2.0,3.0,2.0,4.0
User-centric directional orchestration,Brittany White,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,,,,,
User-centric directional pricing structure,Thomas Bates,2b41facd-f492-4805-b67a-58b607510045,2.0,1.0,1.0,5.0,1.0,3.0
User-centric discrete throughput,Cameron Moore,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,5.0,2.0,3.0,5.0,2.0
User-centric disintermediate functionalities,Scott Jones Jr.,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
User-centric disintermediate process improvement,Elijah Rodriguez,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
User-centric disintermediate strategy,Stacy Glover,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
User-centric dynamic benchmark,Jesse Hall,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,4.0,2.0,3.0,3.0,2.0,4.0
User-centric dynamic neural-net,Sue Allen,2b41facd-f492-4805-b67a-58b607510045,,4.5,2.5,3.5,2.0,4.0
User-centric dynamic solution,Lisa Harris,2b41facd-f492-4805-b67a-58b607510045,2.0,2.0,4.0,1.0,1.0,3.0
User-centric dynamic superstructure,Nathan Leon,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,,,,,
User-centric eco-centric Graphical User Interface,Kevin Morgan,2b41facd-f492-4805-b67a-58b607510045,2.0,,,,,
User-centric eco-centric alliance,Regina Kelly,e67e65d7-0936-43d5-bb1b-721c832eac03,4.0,3.0,5.0,2.0,5.0,4.0
User-centric eco-centric hierarchy,Leah Hooper,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,2.0,5.0,5.0,5.0,3.0
User-centric eco-centric success,Anita Johnson MD,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,3.0,,,,,
User-centric empowering Local Area Network,Janice Coleman,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,3.0,1.0,4.0,1.0,4.0
User-centric empowering approach,Jonathan Lawson,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,4.0,3.0,2.0,4.0,1.0
User-centric encompassing pricing structure,Ryan Perry,2b41facd-f492-4805-b67a-58b607510045,1.0,4.0,5.0,5.0,3.0,2.0
User-centric even-keeled adapter,Justin Hopkins,916d0c63-7b5f-42da-8a0a-0dd2ae870662,2.0,4.0,1.5,2.0,3.0,4.0
User-centric even-keeled portal,James Matthews,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
User-centric executive solution,Joann Jones,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,3.0,3.0,1.5,4.5,2.5
User-centric executive throughput,Scott Martinez,e67e65d7-0936-43d5-bb1b-721c832eac03,,1.0,4.0,3.0,1.0,1.0
User-centric explicit hub,Daniel Johnson,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,2.5,3.0,2.5,4.0,3.0
User-centric explicit neural-net,Regina Martin,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,3.0,1.5,3.5,4.5,1.5
User-centric explicit product,Mark Hunt,2b41facd-f492-4805-b67a-58b607510045,2.0,1.0,3.0,3.0,5.0,2.0
User-centric explicit protocol,Shannon Newton,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,4.0,5.0,4.0,1.0,3.0
User-centric exuding encoding,Marissa Haley,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,1.0,1.0,1.0,5.0,1.0
User-centric exuding function,James Smith,916d0c63-7b5f-42da-8a0a-0dd2ae870662,3.0,2.0,5.0,2.0,3.0,2.0
User-centric exuding secured line,Matthew Walker,e67e65d7-0936-43d5-bb1b-721c832eac03,,1.0,2.0,3.0,2.0,1.0
User-centric fault-tolerant conglomeration,Matthew Fuller,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
User-centric fault-tolerant project,Stephanie Terry,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,1.0,1.0,1.0,5.0,2.0
User-centric foreground firmware,Megan Sawyer,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,5.0,5.0,2.0,3.0,5.0
User-centric foreground implementation,Joshua Smith,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,5.0,5.0,3.0,5.0,1.0
User-centric fresh-thinking ability,Alexander Charles,2b41facd-f492-4805-b67a-58b607510045,1.0,3.0,5.0,1.0,3.0,3.0
User-centric fresh-thinking circuit,Christine Hardin,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
User-centric fresh-thinking portal,Christian Miller,2b41facd-f492-4805-b67a-58b607510045,,5.0,5.0,5.0,2.0,4.0
User-centric full-range Local Area Network,Kimberly Morgan,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
User-centric full-range application,Rachel Scott,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,3.5,2.5,3.5,2.0,2.0
User-centric full-range circuit,Brandi Weber,e67e65d7-0936-43d5-bb1b-721c832eac03,,4.0,4.0,2.5,2.5,3.0
User-centric full-range contingency,Laura Bailey,2b41facd-f492-4805-b67a-58b607510045,1.0,,,,,
User-centric global application,Molly Johnston,916d0c63-7b5f-42da-8a0a-0dd2ae870662,,1.0,3.0,5.0,2.0,2.0
User-centric global paradigm,Brian Frey,2b41facd-f492-4805-b67a-58b607510045,2.0,3.0,1.0,1.0,4.0,3.0
User-centric global productivity,Matthew Gillespie,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,4.0,3.0,2.0,1.0,5.0
User-centric heuristic archive,Chelsea Washington,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,4.0,2.0,3.0,1.0,3.0
User-centric heuristic hardware,Kenneth Anderson,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,2.0,2.0,2.0,2.0,3.0
User-centric heuristic moratorium,Helen Collins,e67e65d7-0936-43d5-bb1b-721c832eac03,,2.3333333333333335,3.0,1.6666666666666667,2.3333333333333335,3.6666666666666665
User-centric heuristic task-force,Matthew Hudson DDS,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,5.0,3.0,5.0,5.0,3.0
User-centric high-level array,Maurice Hernandez,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
User-centric high-level synergy,Sarah Olson,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
User-centric holistic concept,Madison Herrera,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,3.0,2.0,1.0,4.0,1.0
User-centric holistic customer loyalty,Adam Lindsey,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,2.5,2.0,3.0,1.5,1.5
User-centric holistic migration,Allison Barron,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,1.0,1.0,4.0,1.0,2.0
User-centric holistic moratorium,Joshua Dodson,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,2.0,2.0,4.0,2.0,3.0
User-centric holistic website,William Hester,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,,,,,
User-centric homogeneous budgetary management,Jonathan Burke,e67e65d7-0936-43d5-bb1b-721c832eac03,2.0,,,,,
User-centric homogeneous focus group,Joshua Simmons,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,3.0,1.0,3.0,3.0,2.5
User-centric homogeneous hierarchy,Wayne Shelton,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,4.0,4.0,2.0,4.0,3.0
User-centric homogeneous intranet,Jamie Thomas,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,,,,,
User-centric human-resource data-warehouse,Maria Walton,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
User-centric human-resource info-mediaries,Roger Harvey,e67e65d7-0936-43d5-bb1b-721c832eac03,,4.5,3.25,2.25,2.0,2.25
User-centric human-resource project,Sharon Davis,2b41facd-f492-4805-b67a-58b607510045,,4.0,2.0,4.0,1.0,5.0
User-centric hybrid benchmark,Nancy Mason,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,4.0,3.0,4.0,2.5,3.0
User-centric hybrid collaboration,Sandra Wright,e67e65d7-0936-43d5-bb1b-721c832eac03,,3.6666666666666665,2.0,4.666666666666667,2.6666666666666665,3.6666666666666665
User-centric hybrid data-warehouse,Lynn Howell,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,1.0,5.0,3.0,5.0,4.0
User-centric hybrid infrastructure,Lori Mclaughlin,2b41facd-f492-4805-b67a-58b607510045,1.0,1.0,5.0,2.0,1.0,4.0
User-centric hybrid policy,Jennifer Barrett,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,1.0,4.0,3.0,4.0,1.0
User-centric impactful Graphic Interface,Rachel Campbell,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,5.0,2.3333333333333335,4.333333333333333,2.6666666666666665,4.666666666666667
User-centric incremental groupware,William Dunn,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,4.0,2.0,3.0,5.0,4.0
User-centric incremental projection,Nicole Miller,e67e65d7-0936-43d5-bb1b-721c832eac03,,2.0,3.5,3.5,2.5,4.5
User-centric incremental software,Jason Cordova,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,3.6666666666666665,4.0,4.0,3.0,4.333333333333333
User-centric interactive moratorium,Karen Guerrero,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,1.0,4.0,4.0,4.0,1.0
User-centric interactive workforce,David Flores,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,2.0,5.0,4.0,3.5,5.0,3.0
User-centric intermediate protocol,Mariah Jimenez,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,1.0,1.0,3.0,2.0,3.0
User-centric leadingedge contingency,Tammy Strickland,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,,,,,
User-centric leadingedge flexibility,Eric Glass,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,5.0,3.0,5.0,4.0,1.0
User-centric leadingedge migration,Jonathan Andrews,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,4.0,1.0,2.0,4.0,2.0
User-centric leadingedge website,Rachael Fields,916d0c63-7b5f-42da-8a0a-0dd2ae870662,3.0,,,,,
User-centric local orchestration,Pamela Smith,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,1.0,5.0,5.0,1.0,2.0,1.0
User-centric local process improvement,Mr. Joseph Brown,2b41facd-f492-4805-b67a-58b607510045,1.0,1.0,4.0,2.0,1.5,4.5
User-centric local projection,Matthew Sanders,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,,3.3333333333333335,3.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667
User-centric local system engine,Carla Thomas,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,2.5,2.5,2.5,2.0,4.0
User-centric logistical projection,Timothy Thompson,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,4.0,2.0,1.0,1.0,4.0
User-centric maximized data-warehouse,Anthony Tanner,e67e65d7-0936-43d5-bb1b-721c832eac03,,5.0,4.0,4.0,1.0,1.0
User-centric methodical definition,Amy Hoffman,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,1.0,,,,,
User-centric methodical encoding,Carolyn Cross,e67e65d7-0936-43d5-bb1b-721c832eac03,3.0,,,,,
User-centric mission-critical Graphic Interface,Michael White,916d0c63-7b5f-42da-8a0a-0dd2ae870662,3.0,1.0,1.0,4.0,2.0,4.0
User-centric mission-critical focus group,Stephanie Gallagher,e67e65d7-0936-43d5-bb1b-721c832eac03,,3.0,4.5,1.5,1.0,3.5
User-centric mission-critical matrices,Sheri Vaughn,e67e65d7-0936-43d5-bb1b-721c832eac03,1.0,5.0,4.0,2.0,5.0,5.0
User-centric mobile protocol,Joshua Perez Jr.,916d0c63-7b5f-42da-8a0a-0dd2ae870662,1.0,,,,,
User-centric modular capability,Edward Garrett,152eb39b-953b-49a2-9216-5c3cfd9d6e8d,2.0,,,,,
User-centric modular collaboration,Alan Dunlap,49fd9f6e-c588-4256-8421-5ce5bdcd19ef,,3.0,5.0,3.0,2.0,2.0
